YearStart,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValue
2010,AL,Alabama,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4359
2015,NV,Nevada,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1225
2015,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2739
2016,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1040
2017,KY,Kentucky,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4390
2010,RI,Rhode Island,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,960
2018,AL,Alabama,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3626
2010,DE,Delaware,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,770
2013,IA,Iowa,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2057
2013,AR,Arkansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2329
2016,MA,Massachusetts,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4527
2011,MN,Minnesota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5034
2017,CO,Colorado,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3527
2010,AZ,Arizona,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3386
2011,MS,Mississippi,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3086
2011,NE,Nebraska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1827
2011,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1155
2016,AR,Arkansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2466
2018,NY,New York,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,9481
2011,MO,Missouri,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5520
2014,ND,North Dakota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,560
2016,IL,Illinois,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,8109
2011,KS,Kansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2335
2017,IN,Indiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,6370
2016,MD,Maryland,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3397
2012,AK,Alaska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,359
2015,NC,North Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,7260
2014,AZ,Arizona,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2953
2018,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3259
2016,MT,Montana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,641
2011,MA,Massachusetts,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5348
2014,AL,Alabama,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3375
2017,MT,Montana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,668
2013,CO,Colorado,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2162
2015,NJ,New Jersey,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5769
2018,AZ,Arizona,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3442
2017,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2961
2015,MA,Massachusetts,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4808
2012,IL,Illinois,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,10086
2015,MN,Minnesota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3523
2013,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,833
2016,NE,Nebraska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1438
2011,NV,Nevada,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1493
2016,NY,New York,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,9296
2011,OH,Ohio,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,12373
2012,NH,New Hampshire,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1108
2011,NJ,New Jersey,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,7711
2017,MO,Missouri,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4976
2017,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,998
2015,MI,Michigan,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,6864
2012,MS,Mississippi,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3019
2012,IN,Indiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,7260
2013,NC,North Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,6770
2018,KS,Kansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2267
2012,IA,Iowa,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2929
2017,IL,Illinois,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,8163
2015,PA,Pennsylvania,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,10884
2013,HI,Hawaii,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,899
2018,NJ,New Jersey,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,6266
2016,MS,Mississippi,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2157
2014,NE,Nebraska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,1345
2011,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3489
2010,MO,Missouri,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5177
2015,CT,Connecticut,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2267
2012,PA,Pennsylvania,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,13711
2013,DC,District of Columbia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,143
2010,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6013
2010,KS,Kansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1530
2017,IN,Indiana,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,4260
2017,WA,Washington,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3028
2010,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2665
2015,IL,Illinois,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,5351
2017,GA,Georgia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,4713
2012,KY,Kentucky,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3044
2015,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6977
2016,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6320
2016,NM,New Mexico,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1096
2011,WV,West Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,2522
2014,WA,Washington,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2783
2015,WI,Wisconsin,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4398
2011,ND,North Dakota,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,335
2015,AZ,Arizona,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3562
2014,SD,South Dakota,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,430
2014,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6202
2016,VT,Vermont,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,357
2013,WI,Wisconsin,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,3969
2011,NY,New York,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6631
2018,US,United States,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,224710
2018,TX,Texas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,10453
2018,VA,Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5331
2018,DE,Delaware,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,515
2010,IN,Indiana,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3681
2010,VT,Vermont,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,459
2017,AR,Arkansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2470
2013,VT,Vermont,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,339
2013,GA,Georgia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,4024
2010,ME,Maine,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,784
2010,AR,Arkansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1724
2012,CT,Connecticut,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1334
2015,TN,Tennessee,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4810
2017,CO,Colorado,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2542
2016,SC,South Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4317
2013,MO,Missouri,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3716
2015,NE,Nebraska,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1125
2018,UT,Utah,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,841
2012,IL,Illinois,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,5091
2018,MI,Michigan,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,5638
2014,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1543
2017,TX,Texas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,19343
2013,IA,Iowa,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1839
2017,KY,Kentucky,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3419
2012,VA,Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,5985
2013,AR,Arkansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2026
2017,ID,Idaho,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,891
2010,CO,Colorado,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2137
2012,CA,California,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,12422
2010,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6495
2010,NJ,New Jersey,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2988
2014,CO,Colorado,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2390
2015,NY,New York,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6738
2017,NY,New York,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6933
2011,TX,Texas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,20312
2014,NC,North Carolina,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,4858
2018,SD,South Dakota,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,487
2015,KS,Kansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1663
2016,MS,Mississippi,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,2032
2013,VA,Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,4707
2011,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,6419
2018,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,7316
2013,UT,Utah,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,681
2018,MO,Missouri,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3858
2015,DC,District of Columbia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133
2014,KS,Kansas,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,1632
2011,MO,Missouri,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3398
2013,MT,Montana,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,627
2016,MO,Missouri,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,3862
2018,TX,Texas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,20353
2015,NH,New Hampshire,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,678
